,0,1,2,3,4,5,6,7,8
1611,NEIL1,STX4,SRPR,PPP1R8,PARP1,MAF1,POLR3E,C2orf88,SKAP2
1612,SPHK1,DUS3L,ARAP1,TMEM18,TCTA,UBAC2,POMT1,PUS7,DDX1
1613,IDH1,SEC31A,REXO2,CYTH2,PLAGL2,KIF3A,RP11-138A9.2,SERAC1,DCP2
1614,RP11-792A8.4,PRKCB,MT-CO2,HPRT1,GBP4,GDF11,C1QB,LINC01013,RRS1
1615,SIK1,AP3M2,MVB12A,PGRMC1,DICER1,SLC20A2,PDIA5,RP11-398C13.6,ZNF593
1616,CKS1B,MYCBP2,RETN,LTB4R,MDP1,RP5-821D11.7,ISG20L2,ST7L,TMEM222
1617,GSTZ1,SPSB2,WIBG,WNK1,SNRNP27,STAU2,PRKCD,CCL2,MRPS18A
1618,ZNF92,NUPL2,RNF113A,SLC39A1,CCDC94,CYP27A1,CHD7,FMO4,GNPAT
1619,PAWR,BTN3A1,KIAA0125,CELF1,FEM1A,EVA1B,RP5-1073O3.7,PALLD,KIAA0040
1620,AL928768.3,UBXN4,ECSIT,HNRNPM,UBE2K,TNFRSF17,DEDD,ALOX12,MIS18BP1
1621,CLU,TMED5,APOBEC3B,SPSB2,JAZF1,TMEM138,OAS3,PRELID2,DMAP1
1622,TMEM234,FBXO4,FNTA,ZNF593,MDS2,DNMT3A,ARMCX5,ARG2,PILRB
1623,NCOA4,IGJ,ADD1,AP003733.1,CNIH4,TNFRSF9,GALK1,PRRG4,MPV17
1624,AGO4,ABI3,GUCD1,MT-CYB,MCM3,ALOX12,SPHK1,RP1-111C20.4,GARS
1625,GLB1,PAFAH1B1,ISY1,SMARCD3,RP5-827C21.4,FMO4,ZNF718,RP4-800J21.3,SLC39A1
1626,ICOSLG,NFATC1,VPS25,IFI27,XXbac-BPG299F13.17,RP4-800J21.3,LYPD2,ZNF404,POLD2
1627,JAKMIP1,CD160,CTNNBIP1,THEM4,PPIG,CCL2,SPATA6,PTPRN2,LRRC59
1628,ATP6V1C1,AGA,RAB9A,SDHB,TFAM,LILRA4,APH1B,PRKD2,IRAK4
1629,FAM96B,PAXIP1-AS1,BLNK,HENMT1,UCK1,ZNF404,MFSD1,PPBP,TRIM8
1630,VPS25,VPS13A,SSBP1,NABP1,CDK16,ARRDC3,NFATC1,CD160,TNFRSF25
1631,PFDN2,ZNF276,POLDIP2,MICU1,S100B,NF1,IP6K1,ZNF195,YIPF5
1632,LPGAT1,GRAP,RFXANK,DCAF5,DDX1,PNRC1,TNFRSF1B,AC092295.7,SUCLG2
1633,NDUFA10,CARS,GLB1,PRDX4,RNF168,PHF12,NOC4L,CEP128,ACAT2
1634,FRAT1,FBXO21,CAMK1D,SSBP3,LSM14A,RP13-270P17.3,ADPRM,SLC22A18AS,MAT2A
1635,PAX5,XPOT,NOP58,LAMP2,PPBP,CLYBL,C6orf25,TMTC2,ZMAT5
1636,HMGXB4,MCM3,ZBP1,PFDN2,FCRL2,SCAI,ZSWIM6,RP11-5C23.1,DSCR3
1637,FAM43A,ZNF75A,MRPL21,KLF13,FRAT1,PCNX,CYP27A1,ANKRD22,PWP1
1638,DESI1,POLDIP2,CD19,RPUSD3,RIC3,CD163,CRTC1,CXCL10,MRPS12
1639,CDK16,C3orf38,STOML2,GBP4,ADD1,MRM1,PAX5,GFI1B,PHF5A
1640,SENCR,C16orf80,C4orf3,KCNK6,LTB4R,ANKRD54,TMEM91,RP3-325F22.5,SEC31A
1641,RFC2,DNAJA3,PPP6C,NIT1,EMILIN2,EIF2B1,RP5-821D11.7,AC147651.3,NAT9
1642,SMIM12,CCDC174,SARS,WIBG,CHERP,RP11-488C13.5,TNFRSF13C,CLEC1B,RNF125
1643,ARSD,CGRRF1,GUSB,MOB2,SNX14,DDX1,F13A1,URB2,ERI3
1644,MACROD2,MPHOSPH10,UBXN1,CPQ,FAM96A,CEP128,ENTPD3-AS1,SLC16A5,TNFAIP2
1645,SERPINF1,CRELD2,EPN1,TMEM205,YPEL3,AC092295.7,PCNX,IL24,SNX17
1646,DENND5A,YIPF5,PRR5,PRKACA,CTNNBIP1,CTB-113I20.2,USP20,LAMP3,LYRM2
1647,SAMD3,MRPS12,AATF,FNTA,RP11-18H21.1,SSBP1,RBM48,KCNE1,RBM5
1648,GPR35,RMDN3,NFU1,SPPL2A,LTV1,ACADM,LONRF1,FCAR,TMEM138
1649,CEACAM4,SNHG12,CELF1,FAM96B,BNIP2,HEMK1,FRY-AS1,FCGR3B,RBM7
1650,CPNE5,PWP1,SPPL2A,SNAPIN,RNF139,ZNF32,PTCRA,IQCE,C1orf35
1651,NELFB,CD19,TIGIT,SMARCA4,ELP5,FCAR,IL4I1,RP11-162G10.5,NKAP
1652,KIR3DL2,TMEM242,C21orf33,RGS18,AATF,CDC42BPB,C1QA,SPSB2,DHX9
1653,ACBD3,MVD,RNF213,TMEM165,KLHL6,LZTS2,MARCKSL1,FOPNL,ELP5
1654,KCNG1,ADPRM,MIS18BP1,SLA,ELOF1,LAMP3,IL17RA,PIGX,GALT
1655,ALDH1A1,CEPT1,ZNF106,PIK3R1,DESI1,RFC1,PARVB,TBXA2R,TMEM18
1656,MANBA,SNX20,RBBP6,PPP2R3C,AP003733.1,NR2C1,DMTN,LINC00342,ECSIT
1657,HBA1,FOPNL,VTI1B,CCT7,UBE2D4,FAM120C,SLC40A1,AC074138.3,G0S2
1658,TMEM165,MARCKSL1,PLEKHF1,DUS3L,CELF1,PAWR,MDS2,C16orf52,DIMT1
1659,F13A1,POLR2I,TOR1A,DNAJB14,PSMC6,LINC00342,ANTXR2,CTNNAL1,PMF1
1660,HBEGF,PPP1R8,P2RX5,NARS,GUCD1,ZNF175,DNTTIP1,EARS2,ALG5
1661,F2R,SMIM7,PCSK7,TMEM91,ANAPC13,CTNNAL1,CES4A,SARDH,JUND
1662,COMMD4,CAPN12,AHSA1,TRIM8,NFKBIL1,C16orf52,RP11-164H13.1,TMEM40,CWC27
1663,RAB7A,UBIAD1,CARHSP1,GARS,HDGF,TBXA2R,ANKAR,ZNF175,NDUFA2
1664,APH1B,OTUB1,C1orf35,DIMT1,WNK1,EARS2,SERPINF1,CMTM5,CSRP1
1665,MICU1,OAT,ZNF32,ELP5,TRUB2,CITED4,MACROD2,ANKRD9,CTNNB1
1666,FADS1,RAD23A,CSNK1A1,RIOK2,RNASEH2B,MGA,NME6,HIST1H2BJ,TIGIT
1667,PRR5L,CPSF3L,ORAI1,MRPS23,YPEL2,PIGL,TBCK,RBM26-AS1,PLRG1
1668,ATP10D,EFCAB14,MTIF3,ILF3,TMEM55A,HMG20A,EXOC4,INTS2,NIT2
1669,GNG11,HDAC2,ECHDC1,DERL1,ZBED5-AS1,LBR,C18orf21,INVS,EIF5B
1670,BCL2A1,ZC3H15,CPQ,TMED4,NAT9,KPNA1,CEP120,SPTSSB,SMDT1
1671,CD163,NARG2,ACADVL,C16orf54,PPIF,SPTSSB,TMEM116,GP1BA,SAFB2
1672,CAMK1D,ACD,PSMC6,SLC40A1,ZNF593,INVS,TBC1D23,AP001189.4,MYO9B
1673,SMARCA4,NIT2,SAMD3,ZNF106,CCDC124,GP1BA,KCNG1,GNLY,POLR2K
1674,ACRBP,USP5,CYB5B,CSRP1,PPP1R14A,WHAMM,GNG11,LRBA,METTL21A
1675,CCL4L1,CHI3L2,BNIP2,TIMMDC1,RAB7A,ABHD17B,GAS2L1,ATXN3,PDHB
1676,PPBP,RP11-589C21.6,TMEM199,MTIF3,DDX17,RABL2B,TRIM8,IL1RAP,KLF13
1677,SMIM7,SRSF3,SWAP70,XCL1,CCDC12,CDKN2A,THEM4,GP9,DNAJC15
1678,C5orf56,ARRDC3,GALK1,S100B,JKAMP,RP11-554J4.1,CHN2,PDZD4,BAZ2A
1679,EIF2AK4,USP33,IFI44,UBE2K,GMPR,RP11-706O15.1,MRM1,ZNF121,GTPBP6
1680,TLE4,ARID4A,CWC15,HDAC1,PRDX4,ZNF121,PJA1,IGFBP4,MRPL21
1681,ARHGAP18,ACAT2,SHARPIN,ZNF467,TAF10,PDZD4,CTD-2267D19.2,C1QB,TMED4
1682,LRRK2,PITPNA-AS1,NONO,CORO7,PTGES2,SLC40A1,RNF25,ARRDC4,TNFRSF1B
1683,SLC2A13,C1orf35,PRKCD,CRTAP,RP11-468E2.4,NOG,ASXL2,ITGA2B,RNF187
1684,PGRMC1,NT5C3A,MARCKSL1,DEXI,SNX20,IGFBP4,DIMT1,PDIA5,ATF7IP2
1685,TNRC18,ATAD1,PHACTR1,SARS,VPS26B,ACD,CNIH4,TREML1,FNBP4
1686,USP7,ICOS,FCRLA,TMEM199,HMGCL,RP5-1073O3.7,TARSL2,MRPL19,SCFD1
1687,MLTK,RBM7,TTC1,VTI1B,TNNI2,ZUFSP,GSTZ1,RP11-727F15.9,TMEM242
1688,RABEP2,HENMT1,HLA-DOB,TRIM14,CCDC22,BOLA1,LRRK2,F5,IL8
1689,ATXN1L,PSMC6,HAVCR2,ECSIT,GPR183,XRRA1,PDCD1,IDUA,ZAP70
1690,PCDH9,MLLT6,GPS1,LRCH4,SUMO3,NCR1,CEPT1,ZNF45,CISH
1691,KCNK6,PPP6C,NUDT5,RRS1,DNAJC15,ZNF718,CTNNB1,ZNF718,VPS25
1692,CTC-378H22.1,DDB2,HDAC2,RAB34,ZCCHC11,ZNF45,RP11-589C21.6,LYPD2,PPP2R3C
1693,GBGT1,XCL1,MFSD1,ICOS,COLGALT1,NPHP3,ENHO,NCR1,S100A8
1694,PTGS1,ZCCHC11,MFF,C14orf1,LYRM4,ZNF561,PAWR,SPHK1,MRPL19
1695,YWHAE,RPL7L1,RELT,AKTIP,HIST1H2AC,KRBOX4,CEACAM4,S100A12,TPD52L2
1696,ITSN2,ASB8,FCGR1A,CWC27,PMF1,RP11-430B1.2,PACSIN2,BOLA3,TTC14
1697,RGL2,ZBP1,DEF6,APOBEC3G,GUSB,AL928768.3,TTPAL,ARHGAP24,PRF1
1698,MLEC,RGS14,LAMP2,OAZ1,SNRNP35,POLR3E,MLTK,C9orf3,C15orf57
1699,CCDC124,POLR2K,GGA2,PRSS23,DENND5A,DOCK10,RGS1,RP11-430B1.2,TCP1
1700,WDR45,TTC1,CCDC12,APOBEC3B,TMEM60,PTGDS,ARPP19,ZNF799,RAB9A
1701,FCER1A,TARSL2,TMEM14C,SHARPIN,MAGEH1,ADPRM,ALDH1A1,EOGT,SPON2
1702,SPPL2A,GPATCH4,GSN,PLCB2,ZNF688,RBM39,DPY19L4,AL928768.3,MPHOSPH10
1703,TMEM189,SPG7,IFT20,GPR56,ECHDC1,SYVN1,TMEM189,PPP1R2,NFU1
1704,RP11-428G5.5,HERPUD2,G0S2,MRPS33,NIT2,TMEM177,TPM1,HELQ,LINC00926
1705,HDAC5,LARS,WTAP,ARL2,DCP2,CISD1,OAT,TMEM177,RDH14
1706,CIDEB,C15orf57,PLEKHB2,PPIE,STK38,ATAD1,MRPL21,AC005082.12,MTCH2
1707,TNFRSF13C,PRKD2,IDI1,IL27RA,UBE2L6,PLEKHA1,LRRC8C,RP4-612B15.3,BTN3A2
1708,JARID2,SCP2,DDX17,FCRL6,SKAP2,RCHY1,CORO7,ZNF682,MYCBP2
1709,PLAGL2,CCDC66,UTP6,FAM127A,FCGR1B,NUPL2,MAP3K7CL,FRY-AS1,COPS4
1710,GAS2L1,KIAA1430,TMED5,NUDT16L1,CCL3,SUV420H2,ZNF350,CECR5,SRPR
1711,TIMMDC1,RNF125,IFIT2,ERI3,PELI1,PPP6C,STAU1,RABL2B,IGFBP7
1712,PRDX3,EMB,DCP2,MFSD10,RNF181,FN3KRP,CD72,DMTN,POLDIP2
1713,C1QA,LYRM2,MBOAT7,FOSL2,RELB,ZNF747,MALT1,KIR2DL3,HERPUD2
1714,DNAJC7,PRAF2,CDV3,IL23A,LDLRAP1,NR3C1,PCDH9,LSM14B,DPY30
1715,RIT1,SHARPIN,CRTAP,CNIH4,DOK3,DMTN,WDR91,RP11-66N24.3,STK38
1716,AIM2,FNBP4,PKIG,GALK1,TM7SF3,F11R,NOG,OBSCN,NDUFA12
1717,PILRB,LTV1,ZMAT5,STK38,TPD52L2,KIR2DL3,C8orf44,TDG,RBPJ
1718,AP003733.1,BZRAP1-AS1,CCT7,MYO9B,DNTTIP1,ST20,VIPR1,ANKAR,SLFN5
1719,CTD-2267D19.2,BLNK,RNF139,TMEM14C,KIAA0040,RCL1,NARG2,RP11-589C21.6,LYPLA1
1720,KLRC1,XRRA1,ZC3H15,STUB1,CLEC10A,SDHAF2,NECAB3,SPON2,PRDX4
1721,HDLBP,MARCH6,LRCH4,CCDC124,UTP6,PCSK7,PLD6,KCNG1,ILF3-AS1
1722,LTB4R,ELP6,NUDT1,NCKAP1L,NOP58,MOCS2,ABCC10,TNFRSF17,CRELD2
1723,BACE2,KIAA0125,ORMDL2,RPS19BP1,IFI44,UBE3A,HCCS,VPS13A,CDC40
1724,RELB,PIK3R1,RP11-139H15.1,MRPL21,POLR3K,RP11-164H13.1,CD82,BLM,ARHGDIA
1725,CYP27A1,RP11-18H21.1,SHOC2,CIAPIN1,RASGRP4,MACROD2,PPIL4,FAM212A,C10orf32
1726,TMEM80,GPR56,C10orf32,GRPEL1,TTC3,SERPINF1,RP11-428G5.5,HBA1,WNK1
1727,CD93,AATF,MED28,ASB8,CWC15,ANKAR,FAM210B,MRM1,EIF2S1
1728,C15orf57,S100B,FAM96A,TMED5,BAZ2A,NSA2,GGA2,ICOS,RALY
1729,PLEKHF1,NARS,WDR45,RGS14,CD19,MED30,MOCS2,LMF2,DNAJC2
1730,SDPR,IL23A,CNIH4,CCND2,EPN1,TMEM116,GLB1,SLC48A1,GRPEL1
1731,RP5-887A10.1,MZT1,TPD52L2,RP11-139H15.1,TAF1D,F13A1,EIF2AK4,PDCD1,DNAJC7
1732,RAMP1,FCRL6,SKAP2,MRPS12,RAB1B,TNFRSF13C,CLYBL,TRIM23,PRPF8
1733,CTNNBL1,ZNF92,PARL,REXO2,RP11-349A22.5,MLLT10,MTIF3,PAWR,HLA-DQA1
1734,ARPC4,PRSS23,GBP1,RP11-18H21.1,CMTM7,KCNG1,KCNQ1OT1,CCL4L1,RP11-139H15.1
1735,RASGRP4,U2SURP,PRKCB,RAB9A,BABAM1,ZNF232,IGLL5,CPNE5,ZNF32
1736,CHN2,WHAMM,ITGB7,TLE4,SMARCD3,VDAC3,PTGS1,RP11-367G6.3,NARS
1737,FCRL2,GOLT1B,ARL4A,CRLS1,GALT,PRNP,GBGT1,PPIL4,CLEC2B
1738,ISOC2,SRPR,DNAJC7,C12orf10,DYNLT1,DIS3,ACRBP,CPQ,LAT2
1739,CA2,ITSN2,NAA20,PRDX3,CDV3,USP5,GPR35,DPY19L4,MTERFD2
1740,TMEM91,GBP1,EIF3D,FXN,VPS25,FAM63B,NABP1,SLC2A13,OXLD1
1741,PICALM,MAPK1IP1L,SH3KBP1,TIMM17A,SEC31A,BLM,BACE2,NAPA-AS1,ILF3
1742,PLA2G7,MPC2,PRNP,HNRNPH3,SCFD1,HBA1,ICOSLG,RP11-70P17.1,CD79A
1743,MRPL21,PPP2R3C,TMEM219,BOLA3,ST3GAL2,UNC45A,NR2C1,MYL9,ADD1
1744,LINC01003,SCFD1,SNX20,TMEM189,PPP6C,ARL2BP,HDLBP,GPR56,PTPN7
1745,SMPDL3A,MMADHC,MPP1,RABIF,MRS2,SCAPER,XPOT,NEK8,SLA
1746,ITPA,RBM25,SMAP2,SRA1,PTAFR,POMT1,HBEGF,CDKN2A,ORMDL2
1747,MPV17,ELOF1,CRELD2,C14orf166,HOOK2,FBXW4,CD19,RP11-706O15.1,AQP3
1748,CD9,SLBP,EAPP,PRR5,TBCB,RP11-727F15.9,PELI1,C5orf56,TRABD2A
1749,MBOAT7,NFU1,SLC39A1,JUND,SURF1,TSPAN15,CDK19,AP3M2,CYB5B
1750,CXCL2,PDHB,CTNNBL1,FTL,MIS18BP1,PDCD1,CD163,LRIG2,TNFSF13B
1751,RNF213,RDH14,C12orf10,PTGDR,SLC39A1,TASP1,RP5-887A10.1,C8orf44,PPIG
1752,SAMD9L,C9orf142,RXRA,MVB12A,NSA2,ZNF493,SPARC,ZNF528,SMAP2
1753,HDAC9,MRPL19,SNAPIN,FCGR1A,SAT2,ANKHD1,FHL1,ANKRD54,CCDC115
1754,STK32C,TMBIM4-1,RBM39,BTN3A2,PNPLA8,AC113189.5,CRTC2,ZCCHC11,LBR
1755,MARCH2,C21orf33,SIVA1,PARL,MZT1,DTX3,POLR2I,CD19,LYAR
1756,LUC7L3,SWAP70,S100A12,AKR1C3,EIF2AK4,RP11-367G6.3,PITPNM1,PLD6,ITSN2
1757,RER1,TOR1A,CSRNP1,PLEKHF1,IFI35,TCF12,TUBB1,ABCC10,SH2D1A
1758,NCOR2,GLRX3,TMED4,CSNK2B,CASP4,P2RY10,SMPDL3A,DHX34,C14orf1
1759,KLF11,GALT,STX4,PAFAH1B1,PRKCD,NEIL1,HELQ,NECAB3,STUB1
1760,C9orf142,RFC1,NDUFA12,CHIC2,CSNK1A1,ZNF559,IL27RA,GMPPA,MRPS33
1761,SMARCD3,PDZD11,DDT,ABT1,CHIC2,RNF113A,CNPY3,RP11-428G5.5,TCL1A
1762,DNTTIP1,MAGEH1,TIMM17A,SLBP,CCT7,N4BP2L1,KIAA1430,BAG4,GZMH
1763,PF4,DEXI,KLRG1,PRNP,FNBP4,RP11-70P17.1,ARAP1,PPP2R1B,TMX2
1764,FAM127A,TIMM22,SMIM12,HAVCR2,RARA,ALDH1A1,CAMK2G,IP6K1,NONO
1765,GMPR,SMDT1,OSCAR,RAB7A,SNX10,KLC4,NFIC,ITM2A,NOP58
1766,SLC50A1,IL27RA,POLR2E,MID1IP1,P2RX5,DIDO1,PUM1,SENCR,ANAPC13
1767,QSOX1,PLEKHA1,DRAM2,GSN,TNFRSF4,SIN3A,FKBP5,OSBPL7,HPRT1
1768,HIST1H2AC,NUP54,SNX5,HAGH,SAFB2,UIMC1,PLA2G7,PRR5L,EMG1
1769,RBM3,PACS1,PARP1,RNF139,VTI1B,COL6A2,LYRM4,PRUNE,EAPP
1770,TPD52L2,NT5C,TINF2,IL17RA,C12orf10,AC093323.3,ATG16L1,AKTIP,FCGR3A
1771,COLGALT1,SNX5,IFIT1,ANAPC13,FKBP5,PRPS2,PF4,CAPZB,SMIM14
1772,FOSL2,LPIN1,GID8,ITGB7,MID1IP1,CHD7,CECR5,ZNF747,RBM4
1773,MFSD1,SPIB,GLRX3,FUS,ISCA2,SYTL2,PARL,MPP6,PSMD14
1774,TRIM8,DNAJB14,PPT1,RETN,VAPA,ZNF528,ATXN7L3B,GBGT1,FAM96A
1775,IGJ,DIMT1,CCDC124,RAB2A,HCCS,C8orf44,ANAPC13,CCND2,EMB
1776,ATP6V0E1,TMEM222,PRDX4,MBOAT7,TMBIM4-1,NUDT16L1,CR1,PAXIP1-AS1,CSRNP1
1777,IFT20,IGLL5,TNFAIP2,IFIT1,OXLD1,PWP1,NCOR2,TMEM60,SAT2
1778,PLCB2,IDI1,CORO1B,THOC7,PAICS,THEM4,PPP1R14A,YEATS2,RGS1
1779,UBE2D1,TMEM50A,HDAC1,SH3GLB1,GNS,TTPAL,ST7L,CLSTN3,PRNP
1780,EPN1,ORAI1,CDC42EP3,SCP2,ODC1,PDIK1L,SURF6,ICOSLG,IL27RA
1781,SNX17,MRPS33,IL8,PQBP1,FXN,PLD6,NUDT1,MTRF1,SERPINB1
1782,PRKACA,MED30,SNW1,CAP1,EIF3D,RBM48,CD93,JAKMIP1,SRA1
1783,MT-ND5,ALG5,CCDC115,NUDT5,POLD2,PDE6B,GINM1,BACE2,PRPF31
1784,GNPTAB,SDHAF2,IL16,TRAPPC3,IFIT2,RAMP1,DOK3,PPIG,NR3C1
1785,GUSB,HLA-DOB,ACP1,CTSS,PARL,NAA25,FCRL2,MINA,NUDT16L1
1786,CTBP2,SIAH2,ATXN10,IFI35,FAM32A,CWC27,CXCL2,DCP2,PHF14
1787,GUCD1,MRPL1,TMEM208,ADSL,METTL21A,RPUSD2,CLEC10A,CMTM7,KIF5B
1788,SNCA,NPRL2,STUB1,MTCH2,LAMTOR5,METTL8,VPS13C,ERCC6L2,RGS14
1789,CARHSP1,FNTA,PFDN2,CTNNBIP1,RAB34,NOL11,TOP1MT,RP5-821D11.7,C21orf33
1790,NCKAP1L,TCEAL8,MRP63,CDV3,C21orf33,ACTR6,SMARCA4,TNFRSF13C,ECHDC1
1791,RAB1B,FN3KRP,RNF181,PHF5A,SGK1,KIR3DL2,ADSL,CRTC1,SNX5
1792,PARL,EIF2S1,MRPL43,RBPJ,MRPL21,PURA,ELL,CYP27A1,FKBP3
1793,TNFSF10,PKIG,UBE2E1,PSMB6,RBM7,ACTL6A,ITM2A,RAD51B,ARID4A
1794,TMEM208,SNW1,TRAPPC3,CSRNP1,DDT,SMARCC2,QSOX1,FAM107B,ATP6V0E1
1795,DOK3,MAEA,ICAM2,POLR2I,MARCH2,NSMAF,SMCHD1,SPARC,TMEM141
1796,VAMP5,RBBP6,MTCH2,SUCLG2,RFXANK,TSSC1,XRRA1,CD163,AATF
1797,TCEA2,PLEKHF1,MAP3K8,GPR171,OAS3,MPP6,CLU,RP5-887A10.1,RPL7L1
1798,ZNF593,AKR1C3,ALKBH7,THYN1,UQCRC1,JAKMIP1,CA2,PRPF31,GIT2
1799,GYG1,KARS,KIF5B,RNF187,PSMC4,RNF125,TRIP11,BZRAP1-AS1,IFI44
1800,MIS18BP1,TMX2,ATP5H,TMEM208,NRGN,KIAA1429,SMARCD3,SLC25A12,IRF8
1801,EMILIN2,PLRG1,RAB2A,CARS,MRP63,TMEM91,PEX16,YTHDC1,FGFBP2
1802,DERL1,MFSD10,POLR3K,GUSB,SIVA1,RP5-1028K7.2,PFDN2,AC113189.5,ALDH2
1803,CLEC10A,LRBA,C14orf166,YWHAE,PFDN2,PAX5,EFCAB14,BCDIN3D,LUC7L3
1804,GALK1,CD72,FOLR3,DDX46,APOBEC3B,F2R,PITPNA-AS1,SREBF1,ABI3
1805,MZB1,GTF2B,PSMD14,CDC37,SLC40A1,FBXO33,DNAJC15,TARSL2,TMEM205
1806,CAP1,CCL4,CAT,OAS3,ARHGAP24,IGJ,GRAP,SMPDL3A,TXNDC17
1807,PPP1R14A,TMEM87A,PQBP1,MPC2,SUCLG2,ZNF567,GMPR,GNG11,HAGH
1808,CTNNBIP1,FCRLA,CMTM7,S100A12,PRKACA,C12orf45,CEP85L,TANGO6,JTB
1809,CAPZA2,LMAN2,LYPLA1,LMAN2,ZNF467,CHERP,TTC3,PWP1,BEX4
1810,FCGR1B,THOC7,SPON2,ORAI1,C5orf15,RP5-887A10.1,GPR171,C2orf76,CCL4
1811,SGK1,PCNA,RNASEH2B,ILF3-AS1,TXNDC17,CCDC174,RELT,SENP2,FCER1G
1812,VAMP8,PPIE,RNF187,OSCAR,EIF1AY,ATF7IP2,RASGRP4,HERPUD2,ARL2
1813,NKIRAS2,P2RX5,JUND,LINC00936,LRRC59,PARP1,KLHL6,SYTL2,MRPS23
1814,FAM173A,THYN1,KARS,PRDX1,TINF2,RPL7L1,RARA,RNF139,IFT20
1815,CORO1C,NONO,PDHB,TNFRSF4,MFSD1,UBA5,PRKCB,TTPAL,PARP1
1816,LYPLA1,PTGDR,UBE2D1,SH3KBP1,CD72,BTN3A1,RAD23A,ATP6V0E2,KLRG1
1817,PPIF,TMEM9B,SRA1,RXRA,DNAJC7,KLRC1,NFE2L2,PASK,NUDT5
1818,TMEM219,MT-CYB,FAM32A,SCGB3A1,CD82,MMADHC,SIAH2,BBS2,SAMD3
1819,TNNI2,EIF5B,LSM6,NCOA4,NR3C1,NR2C2AP,ZYX,ATG16L1,ABT1
1820,POLR2E,PPA2,MID1IP1,PASK,SDCCAG8,MNAT1,TMEM219,PDE6B,SMIM12
1821,CDC40,PSMD14,CAPZA2,GYG1,KIAA0125,CPNE2,IFI27,UBA5,IDI1
1822,XCL1,RRS1,SH3GLB1,TMEM141,RELT,SETD5,PQBP1,BCL2A1,CD96
1823,PTAFR,CSNK1A1,CTSW,TRABD2A,GSN,TTC3,TMEM55A,GFER,UBE2E1
1824,SDHB,UBAC2,PSMC4,SMIM12,PQBP1,DNAJA3,YPEL2,KIR3DL2,NEMF
1825,LYAR,MTERFD2,GADD45B,TXNDC17,MYO9B,NNT-AS1,ICOS,ZFX,GPR183
1826,IL17RA,PILRB,NCKAP1L,DIAPH1,MFF,URGCP,CHD2,MAP3K7CL,MT-ND5
1827,RGS18,CKS1B,HNRNPM,SAT2,IGLL5,MDS2,PPP6C,TMEM87B,BLVRA
1828,ARAP1,SLFN5,IL1B,TBCB,ACP1,ERV3-1,SAT2,PEX19,TTC3
1829,IFIT2,HPRT1,BTK,BLOC1S1,SMIM7,SCGB3A1,PTAFR,UBIAD1,TTC1
1830,CASP4,MOB2,EWSR1,ARHGDIA,UBE2D1,MAGEH1,FCGR1B,KPNA1,PSMG2
1831,CRTAP,COPS4,NDUFA2,FKBP5,TMEM208,PTPRN2,PLCB2,DPY30,SDHB
1832,SF3B5,GADD45B,NAPRT1,TCEAL8,CRIP2,FCER1A,CAMK1D,RNF125,HVCN1
1833,FCRL6,NOL11,PRDX3,VPS26B,MBOAT7,ATG16L1,AKAP8,CR1,BABAM1
1834,SNX5,CCND2,TMBIM6,IL1B,RNF7,BZRAP1-AS1,BCL2A1,HNRNPM,IRF9
1835,RAB34,PRR5,GZMK,RNF125,SWAP70,RIOK2,PPBP,HDAC5,NAPRT1
1836,AKR1C3,CD82,PLBD1,KLRB1,SIAH2,STT3A,EMILIN2,VAPA,HLA-DMA
1837,CD160,KLRB1,NT5C,HOPX,MTIF3,PGM2L1,TNNI2,RFNG,C5orf56
1838,SH3GLB1,GIT2,SRP9,NME3,SNX9,FCRL2,H2AFY,GPKOW,YTHDF2
1839,ZNF467,P2RY10,ZYX,UBE2D1,FERMT3,GALT,SNX20,RP5-1028K7.2,CNPY3
1840,CAT,SARS,C9orf142,CWC15,C17orf62,ORC2,PASK,GLYCTK,ITPA
1841,GNS,VDAC3,SUMO3,G0S2,TREX1,DHX9,SNX9,FCRL2,STOML2
1842,CCDC12,EWSR1,C16orf13,SLFN5,NAPRT1,KIAA1430,NCKAP1L,KLHL24,DYNLT1
1843,LAMTOR5,LBR,LYAR,SSBP1,BLNK,MRPL1,MED28,PKIG,C20orf27
1844,ADD1,BOLA3,PMF1,FOLR3,SPIB,RIOK1,NRGN,POMT1,NSA2
1845,PTGDR,PPIG,TMEM205,PCMT1,CORO1C,FHL1,ST3GAL2,ATP6V0E1,RNF139
1846,CD19,NUDT16L1,FAM96B,C16orf13,IL17RA,SPIB,AKTIP,RPL39L,LRCH4
1847,NRGN,CHMP4A,MAF1,MPP1,SIK1,IGLL5,P2RX5,FCRLA,RPN2
1848,ARHGAP24,GPR171,DNAJC15,CMTM7,ARAP1,UBIAD1,MINA,HOOK2,RCN2
1849,SNAPIN,PRPF31,NDUFB8-1,KIF5B,C16orf74,LRRC8C,SCAPER,KLRC1,MAL
1850,IGLL5,PRNP,SMIM14,TNFAIP2,CAT,MTERFD2,APOBEC3B,ABHD17B,GIMAP2
1851,PARVB,C5orf56,LINC00926,TNFRSF25,CSRNP1,ZFYVE28,TCEAL4,GOSR2,MMADHC
1852,BLNK,NOP58,C5AR1,WTAP,RETN,SLC4A7,YTHDC1,MDS2,RAD23A
1853,PKIG,API5,SAMD9L,CAPZA2,PNRC1,ACAT2,RGS18,IL23A,CDC123
1854,KIAA0125,SMCHD1,OTUB1,BABAM1,C4orf3,FUS,IL23A,MRE11A,UBXN4
